Accession,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL
NP_055227.1,5392.8,5240.9,6379.2,7415.1,7364.3,9732.8,7458.6,7061.6,9551.9,7847.9,10494.3,7807.6,9438.833333333334,6701.216666666667,8986.083333333332,8411.199999999999,6264.833333333333,8018.825,8171.716666666666,5959.558333333333,7678.441666666667,8411.199999999999,8354.366666666667,6493.966666666667,7625.3,9087.2,7391.7,8491.4,10793.7,6318.9,6909.7,8055.1,6903.9,6653.9,7781.6,5773.8,6165.9,6324.8,5393.8,bla219
NP_002878.2,710.5,3561.4,3421.0,775.8,3640.5,4370.0,788.2,3744.6,4679.0,776.5,4350.0,3822.3,1056.6166666666666,4686.883333333332,5005.241666666667,774.8249999999998,3260.141666666668,3692.133333333333,747.9333333333333,3313.9833333333336,3833.3416666666667,736.1166666666667,3509.6,3297.0750000000003,1021.7,5557.3,5260.1,893.2,5121.3,3932.8,811.2,4276.4,4052.3,872.2,4654.2,3888.1,730.2,3808.8,3868.2,bla220
NP_000405.1,1847.2,3629.0,762.4,3093.9,4773.0,1034.7,3608.5,5014.2,1106.7,3209.6,1047.1,4534.1,3027.0,4787.658333333333,1048.425,3320.183333333333,4231.741666666667,898.7666666666668,3722.7000000000003,4402.575,924.8416666666667,3265.5083333333337,887.4,3913.975,3025.8,1083.6,5521.8,3159.7,1093.9,4732.0,2749.1,979.1,5035.5,3326.5,1194.2,5738.6,2234.2,824.6,4660.8,bla221
NP_001153149.1,0.0,312.3,158.0,0.0,418.3,243.6,0.0,406.3,248.9,0.0,251.8,435.4,0.0,430.3833333333334,172.99166666666667,0.0,428.55833333333334,182.88333333333333,0.0,414.25,174.775,0.0,176.45000000000002,423.6499999999999,,202.1,402.7,,285.1,437.5,,193.4,352.6,,202.0,342.3,,197.7,268.6,bla222
NP_001091868.1,2298.0,5869.2,3140.6,2929.2,5467.2,4271.5,3685.0,5479.5,4630.8,3065.8,4384.0,5321.8,3841.633333333333,7403.0,4518.924999999999,3125.7666666666664,4802.166666666666,3590.5083333333337,3782.4916666666663,4824.641666666667,3812.9249999999997,3112.991666666667,3544.6083333333336,4560.391666666667,4205.7,6068.4,9689.6,4370.9,5952.1,7442.8,3724.0,4972.9,8138.7,3749.8,5063.6,7181.7,2921.2,4070.0,8201.0,bla223
NP_000134.2,3251.5,5981.5,4059.0,4977.1,8146.1,6573.9,5156.0,8037.9,6681.6,5408.0,6955.8,8708.2,6176.891666666666,7497.874999999999,5786.783333333333,5506.025000000001,6996.433333333333,5486.658333333333,5403.108333333333,6744.333333333333,5370.108333333333,5609.45,5561.858333333334,7216.599999999999,4928.2,6218.2,8093.2,4591.5,5780.9,6780.5,4245.2,5277.4,7381.8,4223.2,5425.1,7039.6,3172.3,4053.9,6291.2,bla224
NP_006187.2,3466.9,6028.6,4708.9,5101.6,7926.4,7335.5,5236.5,7944.8,7662.5,5079.6,7716.3,7816.5,6455.775000000001,7569.316666666666,6744.333333333333,5636.691666666667,6768.733333333333,6288.900000000001,5486.658333333333,6718.666666666667,6230.849999999999,5223.275,6245.658333333334,6509.400000000001,5086.3,7093.9,8708.4,7921.8,8816.2,9779.3,3582.1,5214.6,6487.7,3943.5,5760.3,6537.9,2935.2,3851.0,5525.6,bla225
NP_001257411.1,3120.9,2844.3,1831.3,4764.9,4319.5,2644.3,4898.8,4242.5,2748.3,5134.9,2720.5,4578.1,5759.933333333333,3692.133333333333,2568.016666666667,5159.866666666666,3833.3416666666667,2329.358333333333,5031.183333333333,3728.258333333333,2329.358333333333,5290.466666666666,2292.2916666666665,3970.491666666667,4489.1,2668.5,3991.7,4143.2,2419.5,3845.3,3965.5,2360.0,3495.6,3732.3,2232.0,3287.5,3133.5,1955.1,2705.6,bla226
NP_066953.1,8048.0,7873.3,7839.1,12414.2,11279.6,11198.7,11673.5,10861.1,11188.9,11826.1,12174.6,11790.9,14126.375,10192.508333333333,11216.150000000001,13263.141666666668,9982.141666666668,9404.458333333334,12199.249999999998,9524.675000000001,8849.966666666667,12013.358333333335,9576.608333333335,10260.258333333333,11144.2,10935.8,10802.9,11169.6,10232.1,10203.6,9156.7,9478.9,9244.1,8445.6,7936.6,7848.5,7418.4,7394.2,7478.4,bla227
NP_001145.1,5427.4,7153.3,7734.7,9755.1,11025.0,15751.6,11048.8,9700.2,16401.4,10342.5,17111.5,10350.5,9524.675000000001,9143.324999999999,11054.716666666667,10704.108333333334,9755.099999999999,13263.141666666668,11663.666666666666,8294.658333333333,13097.608333333332,10847.9,13322.225,8826.491666666667,8264.7,12519.2,10688.1,8201.0,13352.5,14773.0,10332.9,13470.6,9996.7,10531.4,15149.8,10321.8,6958.7,9773.6,11688.6,bla228
NP_003671.1,4240.9,6998.4,3314.0,5613.2,9567.6,4707.1,5778.5,10167.2,4955.5,5730.1,4844.0,9731.0,7822.541666666668,8826.491666666667,4802.166666666666,6176.891666666666,8294.658333333333,3995.808333333334,6230.849999999999,8893.558333333332,4054.966666666667,6031.358333333333,3905.5,8294.658333333333,6522.9,4824.4,10880.4,6086.2,5568.8,11116.0,5348.5,3967.7,9674.5,5292.9,4340.3,8959.8,4089.5,2951.8,6897.0,bla229
NP_004550.2,1820.7,381.8,1648.0,3565.8,558.9,3222.3,3387.6,553.6,3388.9,3563.8,3217.0,633.4,2993.7666666666664,522.6916666666667,2295.516666666667,3850.0249999999996,555.6499999999999,2788.5416666666665,3462.9083333333333,544.25,2795.0833333333335,3714.766666666668,2671.108333333333,602.775,2591.9,2227.4,501.2,2982.5,2782.0,443.9,2079.8,1873.2,432.0,2087.7,1774.6,362.4,1249.8,1187.1,308.8,bla230
NP_005498.1,11605.6,13550.1,11339.8,18735.3,23798.0,19082.5,19474.4,23164.3,20543.1,17585.5,18289.2,21788.6,22905.833333333332,18784.600000000002,15860.183333333332,22388.74166666667,20119.583333333336,15977.533333333335,21504.5,19497.6,16108.866666666663,19830.69166666667,14371.616666666669,17932.100000000002,17536.9,17406.0,21822.1,22334.2,23608.0,29068.5,15212.3,15377.3,16949.4,16452.9,16775.4,19455.6,11485.9,10583.8,12467.2,bla231
NP_003281.1,3087.8,1324.5,4499.0,5956.6,2433.9,8485.0,5798.3,2366.4,8240.8,5781.4,8448.3,2466.2,5681.149999999999,1695.1000000000001,6308.333333333333,6648.700000000002,2164.566666666667,7319.216666666667,6245.658333333334,2101.35,6718.666666666667,6095.066666666667,6822.708333333333,2161.2583333333337,4253.9,6058.8,1879.5,5795.8,7676.4,2308.1,4057.1,5937.7,1771.5,4037.3,5835.0,1700.1,2929.6,4466.2,1321.6,bla233
NP_001257376.1,1403.3,3155.7,2740.8,2052.7,3790.9,3926.5,2186.9,3832.5,4008.1,2048.4,4072.0,4021.3,2230.0583333333334,4120.483333333334,3877.933333333334,2140.016666666667,3381.475,3352.5249999999996,2161.2583333333337,3396.6249999999995,3279.4249999999997,2029.4000000000003,3325.25,3505.1250000000005,2131.8,4052.9,4439.5,1957.5,4159.7,3785.4,2085.4,4036.5,4391.1,2257.0,4479.4,4416.5,2034.8,4133.7,4812.1,bla234
NP_001310911.1,2114.0,2116.1,2405.9,3258.0,3465.7,4275.2,3111.9,3430.9,4404.8,3348.9,4720.1,3274.5,3563.433333333334,2711.0916666666667,3358.616666666667,3495.608333333334,3042.625,3594.4083333333333,3187.691666666666,3022.2916666666665,3594.4083333333333,3390.0249999999996,3782.4916666666663,2854.591666666667,2811.2,3492.1,2894.6,2808.7,4321.4,2745.4,2447.8,2911.3,2529.3,2428.9,3207.9,2529.0,1978.8,2157.2,1819.6,bla235
NP_938148.1,2908.1,2629.6,7057.7,3668.2,3222.1,10262.3,3931.6,3440.7,11286.0,3616.9,10701.4,3374.6,5194.116666666667,3390.0249999999996,9881.658333333333,3920.891666666667,2876.4250000000006,8623.083333333332,4063.6583333333333,3047.6749999999997,8948.183333333334,3799.9583333333335,8448.358333333332,2913.141666666667,4311.4,11092.5,3997.9,3913.8,10767.0,3390.8,3520.7,8797.0,3516.8,3520.8,9358.0,3132.2,2936.5,6742.0,2933.5,bla236
NP_001008938.1,1953.3,3709.5,1584.9,2453.2,4426.4,1818.1,2648.2,4931.5,2256.0,2551.1,2080.8,4543.4,3212.5083333333337,4912.391666666667,2209.3083333333334,2555.5166666666664,3957.116666666667,1654.8916666666667,2667.6583333333338,4296.991666666666,1905.8249999999998,2563.275,1757.7583333333332,3920.891666666667,2930.7,2454.7,5673.6,3142.9,2321.3,5998.3,2177.9,1966.2,4401.2,2269.7,2112.7,4580.8,1972.4,1611.7,4061.5,bla237
NP_000959.2,10187.2,14387.2,5952.8,18146.8,22683.4,8979.7,19720.6,22854.4,9159.8,20531.1,9454.5,23342.9,18294.325,19668.024999999998,8411.199999999999,21504.5,18784.600000000002,7569.316666666666,21832.466666666667,19052.333333333332,7447.958333333335,22905.833333333332,7569.316666666666,19299.8,15685.3,8457.6,21648.0,17347.3,7928.0,19648.5,14238.3,7408.5,18908.8,14178.3,7052.8,17457.5,9124.9,5839.5,14950.1,bla238
NP_004332.2,3166.2,2013.1,2939.0,3396.6,2581.7,3594.9,3787.7,2589.9,3974.7,3313.5,3514.4,2395.5,5911.058333333333,2625.0666666666666,4219.575,3617.1583333333333,2299.608333333333,3088.441666666666,3905.5,2283.275,3260.141666666668,3352.5249999999996,2880.1666666666665,2116.0833333333335,5157.9,4983.2,3153.5,5078.6,5395.3,3250.7,3564.2,3353.7,2154.2,3896.1,3912.9,2302.6,3088.7,2726.7,1827.7,bla239
XP_005261752.1,964.7,3627.4,1599.5,1199.3,4660.0,1977.3,1257.6,4593.8,2067.0,1275.5,2040.7,4738.6,1521.7416666666666,4774.041666666667,2230.0583333333334,1215.0416666666667,4132.466666666666,1754.4083333333338,1217.9333333333334,4028.0333333333333,1768.95,1237.3916666666667,1725.783333333333,4079.9500000000003,1304.7,2054.4,5061.6,1427.9,2711.0,5874.0,1020.9,1617.7,3873.4,1017.6,1522.5,3403.7,855.5,1242.4,3020.6,bla240
XP_011511565.1,4271.8,4377.6,3514.2,5756.9,5602.6,5477.9,6200.6,5632.0,6015.9,5952.7,5549.0,5589.8,7908.758333333335,5688.724999999999,5113.275000000001,6428.483333333334,4977.825,4660.4416666666675,6625.216666666667,4932.941666666667,4873.250000000001,6308.333333333333,4489.15,4759.983333333334,6803.1,6083.9,7112.9,7262.4,7343.8,7176.6,4371.4,3806.3,4736.0,4568.8,4201.2,4278.2,3435.0,2671.0,3773.0,bla241
XP_006724878.1,724.9,3212.3,1124.3,1136.7,4199.8,1703.2,1204.8,4449.5,1745.3,1206.2,1717.0,4371.5,1090.2833333333335,4212.475,1620.4083333333335,1140.6166666666666,3743.0,1546.6333333333332,1159.8000000000002,3833.3416666666667,1529.7833333333335,1156.45,1507.4916666666666,3806.4166666666674,1048.0,1676.2,4653.2,1207.1,1966.1,4251.3,769.6,1231.5,3467.0,875.2,1300.9,3335.2,587.5,860.2,2987.8,bla242
NP_001268425.1,3602.7,4793.6,4214.9,5588.5,6743.4,6906.5,5832.7,7927.8,7474.1,5882.8,7200.5,6809.5,6625.216666666667,6176.891666666666,6046.808333333333,6105.483333333334,5852.483333333334,5852.483333333334,6264.833333333333,6673.525000000001,6105.483333333334,6230.849999999999,5759.933333333333,5736.825,5021.2,6353.6,6738.2,5539.6,6599.5,7185.1,4235.4,5446.4,6302.5,4738.0,6124.4,6451.0,3751.6,4334.5,5348.2,bla243
NP_057417.3,2507.6,1925.0,1120.6,4278.2,2787.2,1752.4,4155.5,2813.2,1904.2,4367.0,1832.5,2860.3,4244.208333333333,2475.316666666667,1613.9000000000003,4533.625000000001,2480.3083333333334,1597.1166666666666,4205.525000000001,2483.233333333333,1657.4833333333336,4431.291666666667,1581.3166666666666,2503.9083333333333,3504.0,1614.2,2569.4,3345.3,1921.7,2676.5,2588.5,1395.4,1982.5,2640.5,1534.2,2050.0,2210.9,1209.0,1827.3,bla244
XP_006711906.1,1840.0,1573.8,1725.5,2696.5,1952.5,2125.8,3025.7,2047.4,2223.8,2982.9,2281.9,2065.5,3022.2916666666665,2027.0333333333335,2435.0833333333335,2802.258333333333,1747.658333333333,1901.9666666666665,3112.991666666667,1836.8833333333332,1883.8666666666666,3022.2916666666665,1911.358333333333,1781.091666666667,2657.6,2372.0,2155.0,2825.0,2465.3,2078.8,2107.1,2005.4,1906.3,2276.5,1976.1,1706.2,1701.4,1738.0,1580.4,bla245
NP_001290203.1,2716.5,2546.8,1916.2,3740.6,3208.6,2721.1,4172.0,3449.8,3089.4,3704.7,2876.2,3309.9,4671.775,3302.3916666666664,2727.566666666666,3977.916666666666,2860.8000000000006,2408.733333333333,4244.208333333333,3061.5833333333335,2597.65,3860.908333333333,2408.733333333333,2876.4250000000006,4664.3,3393.6,3979.7,4178.3,3130.1,3545.9,3533.9,2395.0,2855.1,4261.9,3341.3,3384.1,2921.3,2089.2,2612.8,bla246
NP_001347.3,3486.3,6393.2,5056.5,4333.6,7048.9,6573.0,4733.6,7204.2,6772.3,4492.4,6489.2,7273.7,6493.966666666667,7908.758333333335,7216.599999999999,4575.675,6046.808333333333,5467.416666666667,4862.116666666667,6095.066666666667,5467.416666666667,4660.4416666666675,5087.791666666666,5993.675,5262.0,7630.5,10156.8,5472.8,8652.3,8799.2,4110.1,5733.9,7371.7,4203.3,6158.9,6912.2,3331.9,4757.3,6624.6,bla247
NP_066997.3,3137.9,2951.7,3445.9,4258.9,3246.0,5530.6,4472.3,3388.9,6189.6,4339.9,5853.7,3124.5,5815.691666666667,3788.808333333334,5041.358333333334,4501.400000000001,2894.3916666666664,4677.858333333333,4646.091666666666,3003.8583333333336,4967.425,4420.500000000001,4697.925,2737.966666666667,4718.1,6277.7,4520.1,5330.4,6368.5,3399.4,3457.9,4331.3,3515.1,4083.6,5046.3,3519.7,3094.4,3495.9,3497.2,bla248
NP_002130.2,13949.1,11978.4,17474.3,33993.5,23209.8,38330.0,33938.4,21543.7,37796.0,36845.9,38498.9,22643.0,29591.774999999998,15547.508333333333,26170.43333333333,40565.85,19668.024999999998,35382.425,35382.425,17932.100000000002,32608.00833333333,36380.85833333334,32608.00833333333,18512.45,21863.3,26002.5,17061.1,26028.2,32482.2,19356.3,18257.7,21497.9,13948.9,18386.8,22657.7,13609.9,11480.7,15299.3,11024.3,bla249
NP_002794.1,1419.8,3306.9,3317.4,1752.5,4347.6,5380.2,1985.9,4461.7,5453.7,1809.4,4960.9,4204.8,2257.5499999999997,4313.258333333333,4813.816666666667,1798.1083333333333,3877.933333333334,4592.941666666667,1975.591666666667,3841.633333333333,4489.15,1764.8,3987.5166666666664,3656.225000000001,1937.4,5422.5,5059.7,2324.3,6263.0,5044.7,1730.4,4132.7,4113.0,1787.6,5199.3,4154.6,1391.7,3366.0,3606.4,bla250
NP_006383.2,1937.4,2304.2,2234.7,3400.1,2933.3,3089.7,3513.5,2909.9,3154.8,2805.8,3259.4,3010.7,3205.9166666666665,2956.85,3136.1583333333333,3629.0166666666664,2605.366666666667,2667.6583333333338,3604.150000000001,2597.65,2635.675,2816.0333333333333,2707.1250000000005,2625.0666666666666,3273.4,3701.6,3068.5,2375.2,3124.6,2576.4,3146.5,2437.6,2585.9,2811.5,2434.3,2276.6,1967.6,2095.7,2378.6,bla251
NP_004506.2,122.8,5202.4,810.1,166.3,6519.5,943.3,158.4,5652.4,929.9,195.0,1008.6,6954.1,185.64999999999998,6648.700000000002,1127.05,178.85,5708.833333333333,818.5333333333334,164.33333333333334,4958.941666666667,772.8666666666667,190.30000000000004,842.3249999999999,5815.691666666667,161.4,1108.5,8232.3,171.5,1138.1,7361.8,129.8,827.7,5807.6,148.0,692.0,5987.0,105.7,732.1,4931.9,bla252
NP_001349.2,725.5,5697.1,4221.0,858.5,6337.9,5443.3,849.1,6345.0,5944.3,889.1,5951.6,6336.6,1093.075,7299.45,6071.425,860.1749999999998,5577.924999999999,4622.533333333334,817.0833333333334,5506.025000000001,4813.816666666667,861.2750000000001,4774.041666666667,5451.216666666666,1132.7,7000.2,8762.3,987.1,6904.2,7657.2,823.1,4952.2,6407.4,752.1,5050.1,6198.1,667.7,3782.4,5896.2,bla253
XP_005269750.1,2237.5,5244.2,1670.5,2481.2,5583.6,2255.5,2724.8,6045.7,2655.5,2556.5,2273.3,5787.9,3761.3333333333335,6718.666666666667,2332.8750000000005,2589.3666666666663,4958.941666666667,1996.5749999999998,2764.5416666666674,5272.55,2277.675,2568.016666666667,1901.9666666666665,4977.825,3158.0,2683.9,7886.2,4455.2,3510.8,10449.7,2904.5,2372.6,6977.0,2394.2,2154.7,5336.9,1706.6,1307.5,4024.0,bla254
XP_005270330.1,6487.3,17931.3,11098.9,16453.1,38847.6,23845.6,15202.1,38424.9,23794.0,17163.5,24758.3,40071.8,11525.125000000002,24474.033333333336,15547.508333333333,19299.8,31577.091666666664,20513.425,16108.866666666663,29591.774999999998,19299.8,19052.333333333332,19830.69166666667,30057.80833333333,10443.3,17071.4,26452.8,12544.6,22121.6,34633.7,8302.6,13262.3,20388.9,8611.9,13598.1,19648.6,5161.2,8857.4,13562.5,bla255
NP_059830.1,3067.1,6797.2,3401.8,4371.3,9391.0,4841.9,4449.2,9941.7,4835.3,4380.0,4909.9,9287.5,5636.691666666667,8448.358333333332,4958.941666666667,4630.25,8092.3499999999985,4132.466666666666,4622.533333333334,8660.591666666667,3970.491666666667,4449.408333333333,3951.441666666666,7822.541666666668,4694.2,5112.5,10098.7,5667.4,5501.4,10323.2,4250.8,4833.7,9800.0,4259.4,4567.7,9412.6,3826.8,4236.5,8267.6,bla256
NP_002941.1,5041.7,6183.8,2610.1,8301.5,9025.0,3615.8,8725.7,9073.8,3664.2,8899.3,3751.8,8799.9,9195.65,7729.925000000002,3692.133333333333,9259.866666666667,7771.449999999998,3122.275,9195.65,7771.449999999998,2999.4249999999997,9438.833333333334,3100.9666666666667,7299.45,7829.2,4006.7,9707.6,9706.8,4181.3,9513.9,6495.3,3301.7,7982.8,7351.0,3509.2,8308.5,6018.0,3278.0,7605.6,bla257
NP_001002800.1,2931.6,1980.9,2621.4,4388.2,2438.7,4962.1,4287.9,2440.0,5481.4,4480.2,5819.8,2728.5,5290.466666666666,2589.3666666666663,3714.766666666668,4677.858333333333,2167.6166666666672,4244.208333333333,4369.283333333334,2150.9666666666667,4525.458333333333,4630.25,4671.775,2385.775,4215.5,4274.1,2729.7,5306.5,5216.8,2647.3,2955.3,3118.7,2019.3,2483.1,2689.4,1459.4,1954.5,1679.3,1474.4,bla258
NP_004530.1,2605.3,1934.0,1146.3,3964.4,1766.0,1161.4,4022.9,1781.2,1232.0,4067.1,1365.2,1976.3,4416.408333333334,2510.0333333333333,1643.1166666666668,4219.575,1556.3500000000001,1009.4499999999998,4132.466666666666,1544.1583333333338,1040.85,4165.733333333333,1158.65,1710.5583333333334,4675.1,1580.9,2801.3,5277.0,1222.4,2002.8,3450.4,1347.5,2294.2,3993.2,1121.2,1791.7,2595.1,1142.8,2235.6,bla259
NP_116126.3,1736.2,1919.4,4220.3,3136.2,3381.6,7598.5,3342.4,3272.3,8093.6,3540.9,8353.8,3414.4,2828.466666666667,2460.8749999999995,6060.591666666667,3390.0249999999996,2987.35,6579.016666666666,3444.608333333333,2909.808333333333,6579.016666666666,3682.591666666666,6673.525000000001,2973.125,2488.3,6156.6,2719.1,2980.3,7554.9,3408.6,2045.3,5319.4,2285.5,2183.6,5693.3,2583.8,1429.1,3785.6,2003.7,bla260
NP_002442.2,1503.8,4834.0,3788.2,2076.2,7807.1,6204.2,2259.9,8216.2,7034.6,2261.2,6512.1,7663.2,2408.733333333333,6230.849999999999,5443.616666666666,2170.0083333333337,6648.700000000002,5178.075000000001,2249.5916666666667,6879.183333333334,5725.849999999999,2249.5916666666667,5102.041666666666,6378.991666666666,2315.4,6294.4,8163.7,2085.1,5471.5,6126.5,2128.5,5913.1,8133.0,2298.1,6693.0,8530.6,2348.1,5347.6,7516.6,bla261
NP_001316851.1,2918.1,3873.2,4783.2,7072.5,5842.2,8354.1,7844.9,6101.5,7740.5,8294.4,8523.5,6714.5,5232.466666666666,5054.516666666667,6822.708333333333,8058.583333333333,5204.216666666666,7190.691666666666,8595.358333333335,5355.033333333333,6308.333333333333,8948.183333333334,6890.841666666667,5688.724999999999,4796.8,6430.3,4770.0,4940.9,7348.5,4331.6,4734.7,5924.4,5189.8,4352.2,5389.6,3769.4,2393.1,4233.3,3361.5,bla262
NP_000684.2,2410.9,7234.7,6378.4,3281.3,8537.8,8313.9,3760.5,8835.7,9194.6,3461.0,8571.5,8344.8,4063.6583333333333,9341.216666666665,8948.183333333334,3509.6,7341.450000000001,7105.266666666666,3860.908333333333,7403.0,7497.874999999999,3563.433333333334,6939.483333333334,6890.841666666667,3635.2,10023.5,11365.5,4698.5,11120.8,11039.7,3346.9,9314.1,10562.7,2857.9,7599.3,7954.8,1735.7,4693.5,5605.6,bla263
NP_001099008.1,2862.4,6557.2,2272.4,3597.1,7747.4,3118.2,3953.1,8360.1,3488.3,3465.3,3166.8,7345.1,5087.791666666666,8212.491666666667,3178.7833333333333,3869.033333333333,6601.958333333333,2693.675,4091.0249999999996,7080.966666666666,2887.2166666666667,3580.083333333334,2615.266666666667,6060.591666666667,4597.6,3606.3,10644.3,5273.4,4143.7,10919.0,3227.4,2632.2,7329.9,3792.5,2956.4,7755.5,2678.6,2243.0,6694.9,bla264
NP_002152.2,4060.0,736.4,3848.4,4243.3,651.1,4527.8,4368.8,651.2,5011.1,3946.5,4401.8,630.2,7517.808333333334,948.8250000000002,5523.925,4489.15,638.5916666666666,3850.0249999999996,4489.15,634.2499999999999,4091.0249999999996,4079.9500000000003,3571.4583333333335,598.6083333333332,6810.8,6958.3,1166.3,5445.0,6224.5,650.4,4797.3,4972.3,878.8,5366.6,5761.9,811.8,4780.1,4146.3,865.5,bla265
NP_001308911.1,2467.3,1609.1,1952.8,3780.7,2051.4,2710.6,4034.2,1986.8,2794.9,3781.5,2725.4,2056.7,4165.733333333333,2066.4,2802.258333333333,4011.616666666667,1818.7583333333332,2397.8083333333334,4141.466666666666,1770.8666666666666,2373.3833333333337,3945.058333333333,2299.608333333333,1776.6166666666666,3612.0,2688.1,2146.5,4005.6,2908.2,1986.7,2966.1,2284.2,1793.8,3382.1,2438.6,1697.5,2318.7,1859.4,1538.8,bla266
NP_002202.2,4656.1,2201.6,2896.7,8017.3,3643.7,5671.6,7976.6,3627.6,5372.4,8468.0,5737.6,3901.5,8501.258333333333,2842.6166666666663,4141.466666666666,8986.083333333332,3265.5083333333337,4813.816666666667,8660.591666666667,3212.5083333333337,4431.291666666667,9051.008333333333,4612.458333333333,3358.616666666667,6333.9,4419.5,2952.1,8229.8,5843.0,3925.5,6843.4,4237.1,3441.7,6990.3,4505.8,3437.5,5351.7,3241.9,2817.4,bla267
NP_004930.1,2299.1,4355.9,4875.1,3092.7,6755.5,7453.3,3494.0,6582.2,8147.3,3275.3,7768.3,6480.8,3850.0249999999996,5651.266666666666,6939.483333333334,3308.4166666666665,5885.516666666666,6455.775000000001,3563.433333333334,5664.141666666666,6648.700000000002,3325.25,6308.333333333333,5506.025000000001,3466.4,8471.5,7318.4,3657.7,8759.0,6939.6,2929.8,6608.2,5847.2,3160.8,7551.4,6581.4,2430.3,5349.8,5349.6,bla268
NP_001350922.1,2464.6,4735.1,4624.0,4217.5,7360.5,8641.5,4420.2,7786.3,9732.9,4445.0,9792.6,8140.0,4160.741666666667,6105.483333333334,6579.016666666666,4474.533333333334,6245.658333333334,7403.0,4575.675,6493.966666666667,7795.899999999999,4560.391666666667,7822.541666666668,6718.666666666667,3634.9,6774.6,6634.5,3935.5,8649.0,7163.6,3858.3,8123.4,8126.9,4336.3,9104.4,8394.3,3173.0,6843.6,8495.7,bla269
NP_005491.1,1983.1,1964.4,4972.2,3210.1,2505.4,7345.6,3543.6,2687.4,8000.4,3494.8,8034.2,2703.2,3260.141666666668,2558.5416666666665,6996.433333333333,3452.8583333333336,2224.2916666666665,6308.333333333333,3629.0166666666664,2364.1666666666665,6527.75,3621.6083333333336,6509.400000000001,2350.116666666667,2841.3,7601.3,2868.1,3254.9,8386.3,2910.8,2475.8,6083.4,2242.2,3105.7,6770.7,2280.9,2077.0,5139.8,2142.4,bla270
NP_038470.1,3260.6,893.4,2808.8,6998.9,1458.9,4871.7,6933.1,1434.9,4820.2,6327.9,5007.5,1584.1,6196.483333333334,1156.45,4007.4833333333336,7864.5,1303.325,4141.466666666666,7447.958333333335,1272.8000000000002,3957.116666666667,6701.216666666667,4091.0249999999996,1365.1000000000001,5466.4,4037.3,1247.4,4594.7,4367.9,1384.3,4847.6,3502.4,1067.5,5145.0,3812.2,1194.5,3889.1,3200.9,1037.5,bla271
NP_001309294.1,4869.2,3404.6,2618.0,5832.6,3759.4,3200.8,6086.5,3875.0,3367.9,5643.5,3261.5,3659.5,8986.083333333332,4449.408333333333,3703.6,6493.966666666667,3368.4583333333335,2764.5416666666674,6475.908333333334,3444.608333333333,2764.5416666666674,5940.474999999999,2711.0916666666667,3187.691666666666,7526.7,3852.4,5458.6,6309.5,3663.9,4262.6,5504.2,2956.7,3967.6,6691.2,3502.7,4532.5,6878.7,3592.5,5127.9,bla272
NP_003925.1,1206.9,2507.0,1665.5,1203.1,2751.8,2004.4,1270.6,2958.8,2175.6,1281.8,2187.0,2721.7,1972.0333333333335,3224.7166666666667,2324.2166666666667,1217.9333333333334,2435.0833333333335,1768.95,1229.35,2625.0666666666666,1844.916666666667,1241.4833333333333,1840.2250000000001,2367.2916666666665,1618.1,2440.7,3816.4,1319.4,2307.3,3426.7,1232.9,1824.1,2894.0,1134.0,1890.6,2965.0,1109.8,1672.8,2914.4,bla273
